[
County Code Residence,County Name,County Code Place of Work,County Name,Workers in Commuting Flow
72097,Mayaguez Municipio,72121,Sabana Grande Municipio,21
72099,Moca Municipio,72081,Lares Municipio,21
72109,Patillas Municipio,72069,Humacao Municipio,21
72111,Penuelas Municipio,72021,Bayamon Municipio,21
72113,Ponce Municipio,48201,Harris County,21
72115,Quebradillas Municipio,72141,Utuado Municipio,21
72117,Rincon Municipio,72065,Hatillo Municipio,21
72127,San Juan Municipio,24510,Baltimore city,21
72127,San Juan Municipio,72007,Aguas Buenas Municipio,21
72133,Santa Isabel Municipio,72017,Barceloneta Municipio,21
72135,Toa Alta Municipio,72023,Cabo Rojo Municipio,21
72137,Toa Baja Municipio,72009,Aibonito Municipio,21
72137,Toa Baja Municipio,72035,Cayey Municipio,21
72137,Toa Baja Municipio,72039,Ciales Municipio,21
72145,Vega Baja Municipio,72041,Cidra Municipio,21
72149,Villalba Municipio,72001,Adjuntas Municipio,21
72149,Villalba Municipio,72065,Hatillo Municipio,21
72001,Adjuntas Municipio,72013,Arecibo Municipio,20
72001,Adjuntas Municipio,72043,Coamo Municipio,20
72003,Aguada Municipio,72031,Carolina Municipio,20
72007,Aguas Buenas Municipio,72091,Manati Municipio,20
72021,Bayamon Municipio,36061,New York County,20
72023,Cabo Rojo Municipio,72133,Santa Isabel Municipio,20
72025,Caguas Municipio,72015,Arroyo Municipio,20
72027,Camuy Municipio,13121,Fulton County,20
72027,Camuy Municipio,72097,Mayaguez Municipio,20
72031,Carolina Municipio,36081,Queens County,20
72031,Carolina Municipio,72057,Guayama Municipio,20
72035,Cayey Municipio,72107,Orocovis Municipio,20
72047,Corozal Municipio,72063,Gurabo Municipio,20
72051,Dorado Municipio,72069,Humacao Municipio,20
72055,Guanica Municipio,72023,Cabo Rojo Municipio,20
72055,Guanica Municipio,72093,Maricao Municipio,20
72057,Guayama Municipio,72137,Toa Baja Municipio,20
72057,Guayama Municipio,72149,Villalba Municipio,20
72059,Guayanilla Municipio,72031,Carolina Municipio,20
72061,Guaynabo Municipio,72035,Cayey Municipio,20
72063,Gurabo Municipio,72087,Loiza Municipio,20
72065,Hatillo Municipio,72054,Florida Municipio,20
72075,Juana Diaz Municipio,72061,Guaynabo Municipio,20
72081,Lares Municipio,72054,Florida Municipio,20
72081,Lares Municipio,72093,Maricao Municipio,20
72091,Manati Municipio,72037,Ceiba Municipio,20
72097,Mayaguez Municipio,72075,Juana Diaz Municipio,20
72111,Penuelas Municipio,72149,Villalba Municipio,20
72127,San Juan Municipio,12095,Orange County,20
72127,San Juan Municipio,36071,Orange County,20
72127,San Juan Municipio,72015,Arroyo Municipio,20
72133,Santa Isabel Municipio,72033,Catano Municipio,20
72141,Utuado Municipio,72039,Ciales Municipio,20
72141,Utuado Municipio,72071,Isabela Municipio,20
72145,Vega Baja Municipio,72053,Fajardo Municipio,20
72149,Villalba Municipio,72097,Mayaguez Municipio,20
72003,Aguada Municipio,72055,Guanica Municipio,19
72005,Aguadilla Municipio,72079,Lajas Municipio,19
72009,Aibonito Municipio,72021,Bayamon Municipio,19
72009,Aibonito Municipio,72061,Guaynabo Municipio,19
72021,Bayamon Municipio,72123,Salinas Municipio,19
72039,Ciales Municipio,72025,Caguas Municipio,19
72039,Ciales Municipio,72031,Carolina Municipio,19
72043,Coamo Municipio,72059,Guayanilla Municipio,19
72053,Fajardo Municipio,72063,Gurabo Municipio,19
72053,Fajardo Municipio,72087,Loiza Municipio,19
72057,Guayama Municipio,72055,Guanica Municipio,19
72057,Guayama Municipio,72111,Penuelas Municipio,19
72065,Hatillo Municipio,72135,Toa Alta Municipio,19
72071,Isabela Municipio,72069,Humacao Municipio,19
72075,Juana Diaz Municipio,72019,Barranquitas Municipio,19
72081,Lares Municipio,72015,Arroyo Municipio,19
72085,Las Piedras Municipio,72015,Arroyo Municipio,19
72091,Manati Municipio,72107,Orocovis Municipio,19
72095,Maunabo Municipio,72007,Aguas Buenas Municipio,19
72095,Maunabo Municipio,72127,San Juan Municipio,19
72097,Mayaguez Municipio,72107,Orocovis Municipio,19
72099,Moca Municipio,72001,Adjuntas Municipio,19
72099,Moca Municipio,72065,Hatillo Municipio,19
72113,Ponce Municipio,72101,Morovis Municipio,19
72121,Sabana Grande Municipio,72149,Villalba Municipio,19
72135,Toa Alta Municipio,72063,Gurabo Municipio,19
72153,Yauco Municipio,72013,Arecibo Municipio,19
72013,Arecibo Municipio,72003,Aguada Municipio,18
72013,Arecibo Municipio,72041,Cidra Municipio,18
72013,Arecibo Municipio,72055,Guanica Municipio,18
72013,Arecibo Municipio,,,18
72019,Barranquitas Municipio,72029,Canovanas Municipio,18
72021,Bayamon Municipio,72065,Hatillo Municipio,18
72025,Caguas Municipio,72087,Loiza Municipio,18
72025,Caguas Municipio,,,18
72029,Canovanas Municipio,72141,Utuado Municipio,18
72035,Cayey Municipio,72075,Juana Diaz Municipio,18
72035,Cayey Municipio,72119,Rio Grande Municipio,18
72041,Cidra Municipio,72075,Juana Diaz Municipio,18
72043,Coamo Municipio,36047,Kings County,18
72065,Hatillo Municipio,72069,Humacao Municipio,18
72067,Hormigueros Municipio,72059,Guayanilla Municipio,18
72077,Juncos Municipio,72037,Ceiba Municipio,18
72079,Lajas Municipio,72017,Barceloneta Municipio,18
72083,Las Marias Municipio,72023,Cabo Rojo Municipio,18
72085,Las Piedras Municipio,72017,Barceloneta Municipio,18
72085,Las Piedras Municipio,72113,Ponce Municipio,18
72095,Maunabo Municipio,72137,Toa Baja Municipio,18
72107,Orocovis Municipio,72057,Guayama Municipio,18
72109,Patillas Municipio,72139,Trujillo Alto Municipio,18
72115,Quebradillas Municipio,72145,Vega Baja Municipio,18
72119,Rio Grande Municipio,72103,Naguabo Municipio,18
72119,Rio Grande Municipio,72113,Ponce Municipio,18
72119,Rio Grande Municipio,72135,Toa Alta Municipio,18
72119,Rio Grande Municipio,72145,Vega Baja Municipio,18
72127,San Juan Municipio,72109,Patillas Municipio,18
72135,Toa Alta Municipio,72107,Orocovis Municipio,18
72143,Vega Alta Municipio,72081,Lares Municipio,18
72151,Yabucoa Municipio,72015,Arroyo Municipio,18
72151,Yabucoa Municipio,72057,Guayama Municipio,18
72151,Yabucoa Municipio,72153,Yauco Municipio,18
72005,Aguadilla Municipio,72057,Guayama Municipio,17
72005,Aguadilla Municipio,72111,Penuelas Municipio,17
72009,Aibonito Municipio,72125,San German Municipio,17
72013,Arecibo Municipio,72073,Jayuya Municipio,17
72017,Barceloneta Municipio,72025,Caguas Municipio,17
72021,Bayamon Municipio,72011,Anasco Municipio,17
72023,Cabo Rojo Municipio,72033,Catano Municipio,17
72023,Cabo Rojo Municipio,72099,Moca Municipio,17
72031,Carolina Municipio,72101,Morovis Municipio,17
72035,Cayey Municipio,72069,Humacao Municipio,17
72043,Coamo Municipio,72137,Toa Baja Municipio,17
72045,Comerio Municipio,72129,San Lorenzo Municipio,17
72047,Corozal Municipio,72139,Trujillo Alto Municipio,17
72053,Fajardo Municipio,72123,Salinas Municipio,17
72053,Fajardo Municipio,72129,San Lorenzo Municipio,17
72057,Guayama Municipio,72061,Guaynabo Municipio,17
72061,Guaynabo Municipio,6073,San Diego County,17
72061,Guaynabo Municipio,72009,Aibonito Municipio,17
72071,Isabela Municipio,72083,Las Marias Municipio,17
72081,Lares Municipio,72073,Jayuya Municipio,17
72087,Loiza Municipio,72085,Las Piedras Municipio,17
72087,Loiza Municipio,72129,San Lorenzo Municipio,17
72089,Luquillo Municipio,72103,Naguabo Municipio,17
72091,Manati Municipio,72129,San Lorenzo Municipio,17
72097,Mayaguez Municipio,36061,New York County,17
72097,Mayaguez Municipio,72103,Naguabo Municipio,17
72101,Morovis Municipio,72139,Trujillo Alto Municipio,17
72113,Ponce Municipio,72145,Vega Baja Municipio,17
72119,Rio Grande Municipio,72123,Salinas Municipio,17
72123,Salinas Municipio,72125,San German Municipio,17
72125,San German Municipio,72061,Guaynabo Municipio,17
72129,San Lorenzo Municipio,72087,Loiza Municipio,17
72131,San Sebastian Municipio,72113,Ponce Municipio,17
72133,Santa Isabel Municipio,72073,Jayuya Municipio,17
72133,Santa Isabel Municipio,72079,Lajas Municipio,17
72135,Toa Alta Municipio,37051,Cumberland County,17
72139,Trujillo Alto Municipio,72151,Yabucoa Municipio,17
72145,Vega Baja Municipio,12086,Miami-Dade County,17
72151,Yabucoa Municipio,72047,Corozal Municipio,17
72153,Yauco Municipio,72015,Arroyo Municipio,17
72001,Adjuntas Municipio,72097,Mayaguez Municipio,16
72003,Aguada Municipio,72137,Toa Baja Municipio,16
72005,Aguadilla Municipio,72061,Guaynabo Municipio,16
72013,Arecibo Municipio,72029,Canovanas Municipio,16
72015,Arroyo Municipio,72047,Corozal Municipio,16
72017,Barceloneta Municipio,72081,Lares Municipio,16
72021,Bayamon Municipio,72003,Aguada Municipio,16
72021,Bayamon Municipio,72079,Lajas Municipio,16
72021,Bayamon Municipio,72109,Patillas Municipio,16
72027,Camuy Municipio,72137,Toa Baja Municipio,16
72029,Canovanas Municipio,72137,Toa Baja Municipio,16
72031,Carolina Municipio,72027,Camuy Municipio,16
72031,Carolina Municipio,72037,Ceiba Municipio,16
72035,Cayey Municipio,72051,Dorado Municipio,16
72039,Ciales Municipio,72027,Camuy Municipio,16
72039,Ciales Municipio,72081,Lares Municipio,16
72039,Ciales Municipio,72131,San Sebastian Municipio,16
72041,Cidra Municipio,72051,Dorado Municipio,16
72045,Comerio Municipio,72091,Manati Municipio,16
72051,Dorado Municipio,72023,Cabo Rojo Municipio,16
72051,Dorado Municipio,72041,Cidra Municipio,16
72055,Guanica Municipio,72005,Aguadilla Municipio,16
72055,Guanica Municipio,72133,Santa Isabel Municipio,16
72057,Guayama Municipio,72071,Isabela Municipio,16
72061,Guaynabo Municipio,72027,Camuy Municipio,16
72061,Guaynabo Municipio,72073,Jayuya Municipio,16
72063,Gurabo Municipio,72051,Dorado Municipio,16
72065,Hatillo Municipio,72131,San Sebastian Municipio,16
72067,Hormigueros Municipio,72153,Yauco Municipio,16
72071,Isabela Municipio,72057,Guayama Municipio,16
72071,Isabela Municipio,72145,Vega Baja Municipio,16
72075,Juana Diaz Municipio,72013,Arecibo Municipio,16
72075,Juana Diaz Municipio,,,16
72077,Juncos Municipio,72051,Dorado Municipio,16
72079,Lajas Municipio,72025,Caguas Municipio,16
72085,Las Piedras Municipio,72147,Vieques Municipio,16
72089,Luquillo Municipio,72057,Guayama Municipio,16
72107,Orocovis Municipio,72085,Las Piedras Municipio,16
72113,Ponce Municipio,26163,Wayne County,16
72113,Ponce Municipio,,,16
72123,Salinas Municipio,72077,Juncos Municipio,16
72125,San German Municipio,72123,Salinas Municipio,16
72125,San German Municipio,72149,Villalba Municipio,16
72127,San Juan Municipio,72151,Yabucoa Municipio,16
72131,San Sebastian Municipio,72001,Adjuntas Municipio,16
72131,San Sebastian Municipio,72125,San German Municipio,16
72137,Toa Baja Municipio,72097,Mayaguez Municipio,16
72139,Trujillo Alto Municipio,72017,Barceloneta Municipio,16
72149,Villalba Municipio,36029,Erie County,16
72153,Yauco Municipio,72137,Toa Baja Municipio,16
72003,Aguada Municipio,72113,Ponce Municipio,15
72005,Aguadilla Municipio,72143,Vega Alta Municipio,15
72009,Aibonito Municipio,72149,Villalba Municipio,15
72013,Arecibo Municipio,72079,Lajas Municipio,15
72019,Barranquitas Municipio,72091,Manati Municipio,15
72023,Cabo Rojo Municipio,72061,Guaynabo Municipio,15
72027,Camuy Municipio,72054,Florida Municipio,15
72027,Camuy Municipio,72077,Juncos Municipio,15
72027,Camuy Municipio,72113,Ponce Municipio,15
72029,Canovanas Municipio,72051,Dorado Municipio,15
72029,Canovanas Municipio,72067,Hormigueros Municipio,15
72031,Carolina Municipio,72039,Ciales Municipio,15
72031,Carolina Municipio,72047,Corozal Municipio,15
72037,Ceiba Municipio,72021,Bayamon Municipio,15
72039,Ciales Municipio,72033,Catano Municipio,15
72041,Cidra Municipio,72129,San Lorenzo Municipio,15
72043,Coamo Municipio,72147,Vieques Municipio,15
72053,Fajardo Municipio,72035,Cayey Municipio,15
72055,Guanica Municipio,72149,Villalba Municipio,15
72071,Isabela Municipio,34003,Bergen County,15
72071,Isabela Municipio,36081,Queens County,15
72071,Isabela Municipio,72067,Hormigueros Municipio,15
72073,Jayuya Municipio,72033,Catano Municipio,15
72079,Lajas Municipio,72035,Cayey Municipio,15
72079,Lajas Municipio,72045,Comerio Municipio,15
72081,Lares Municipio,72025,Caguas Municipio,15
72091,Manati Municipio,72063,Gurabo Municipio,15
72095,Maunabo Municipio,72077,Juncos Municipio,15
72095,Maunabo Municipio,72087,Loiza Municipio,15
72097,Mayaguez Municipio,72065,Hatillo Municipio,15
72105,Naranjito Municipio,72109,Patillas Municipio,15
72107,Orocovis Municipio,72051,Dorado Municipio,15
72115,Quebradillas Municipio,72033,Catano Municipio,15
72115,Quebradillas Municipio,72131,San Sebastian Municipio,15
72117,Rincon Municipio,72139,Trujillo Alto Municipio,15
72125,San German Municipio,72059,Guayanilla Municipio,15
72127,San Juan Municipio,6053,Monterey County,15
72129,San Lorenzo Municipio,72045,Comerio Municipio,15
72133,Santa Isabel Municipio,72063,Gurabo Municipio,15
72133,Santa Isabel Municipio,,,15
72135,Toa Alta Municipio,72005,Aguadilla Municipio,15
72137,Toa Baja Municipio,72079,Lajas Municipio,15
72139,Trujillo Alto Municipio,72135,Toa Alta Municipio,15
72141,Utuado Municipio,72025,Caguas Municipio,15
72145,Vega Baja Municipio,72139,Trujillo Alto Municipio,15
72153,Yauco Municipio,72061,Guaynabo Municipio,15
72001,Adjuntas Municipio,72061,Guaynabo Municipio,14
72001,Adjuntas Municipio,72115,Quebradillas Municipio,14
72001,Adjuntas Municipio,72149,Villalba Municipio,14
72015,Arroyo Municipio,72009,Aibonito Municipio,14
72021,Bayamon Municipio,72115,Quebradillas Municipio,14
72021,Bayamon Municipio,72151,Yabucoa Municipio,14
72025,Caguas Municipio,72089,Luquillo Municipio,14
72025,Caguas Municipio,72097,Mayaguez Municipio,14
72035,Cayey Municipio,72109,Patillas Municipio,14
72041,Cidra Municipio,34003,Bergen County,14
72041,Cidra Municipio,72097,Mayaguez Municipio,14
72047,Corozal Municipio,72017,Barceloneta Municipio,14
72051,Dorado Municipio,72043,Coamo Municipio,14
72057,Guayama Municipio,72029,Canovanas Municipio,14
72057,Guayama Municipio,72151,Yabucoa Municipio,14
72059,Guayanilla Municipio,72043,Coamo Municipio,14
72067,Hormigueros Municipio,72021,Bayamon Municipio,14
72069,Humacao Municipio,72139,Trujillo Alto Municipio,14
72075,Juana Diaz Municipio,72009,Aibonito Municipio,14
72075,Juana Diaz Municipio,72071,Isabela Municipio,14
72077,Juncos Municipio,72053,Fajardo Municipio,14
72077,Juncos Municipio,72057,Guayama Municipio,14
72091,Manati Municipio,72081,Lares Municipio,14
72097,Mayaguez Municipio,72017,Barceloneta Municipio,14
72103,Naguabo Municipio,72055,Guanica Municipio,14
72105,Naranjito Municipio,72113,Ponce Municipio,14
72115,Quebradillas Municipio,48201,Harris County,14
72119,Rio Grande Municipio,72129,San Lorenzo Municipio,14
72123,Salinas Municipio,72015,Arroyo Municipio,14
72123,Salinas Municipio,72063,Gurabo Municipio,14
72125,San German Municipio,,,14
72129,San Lorenzo Municipio,72103,Naguabo Municipio,14
72137,Toa Baja Municipio,72027,Camuy Municipio,14
72139,Trujillo Alto Municipio,72089,Luquillo Municipio,14
72141,Utuado Municipio,72054,Florida Municipio,14
72143,Vega Alta Municipio,72035,Cayey Municipio,14
72149,Villalba Municipio,72085,Las Piedras Municipio,14
72153,Yauco Municipio,72069,Humacao Municipio,14
72001,Adjuntas Municipio,72021,Bayamon Municipio,13
72003,Aguada Municipio,72013,Arecibo Municipio,13
72003,Aguada Municipio,72075,Juana Diaz Municipio,13
72003,Aguada Municipio,72125,San German Municipio,13
72009,Aibonito Municipio,72063,Gurabo Municipio,13
72025,Caguas Municipio,72055,Guanica Municipio,13
72025,Caguas Municipio,72095,Maunabo Municipio,13
72029,Canovanas Municipio,72073,Jayuya Municipio,13
72033,Catano Municipio,12011,Broward County,13
72033,Catano Municipio,72029,Canovanas Municipio,13
72039,Ciales Municipio,72139,Trujillo Alto Municipio,13
72059,Guayanilla Municipio,72123,Salinas Municipio,13
72071,Isabela Municipio,9007,Middlesex County,13
72071,Isabela Municipio,72143,Vega Alta Municipio,13
72073,Jayuya Municipio,72061,Guaynabo Municipio,13
72073,Jayuya Municipio,72081,Lares Municipio,13
72077,Juncos Municipio,72123,Salinas Municipio,13
72085,Las Piedras Municipio,72089,Luquillo Municipio,13
72085,Las Piedras Municipio,72093,Maricao Municipio,13
72091,Manati Municipio,72054,Florida Municipio,13
72097,Mayaguez Municipio,72081,Lares Municipio,13
72103,Naguabo Municipio,72139,Trujillo Alto Municipio,13
72115,Quebradillas Municipio,72011,Anasco Municipio,13
72121,Sabana Grande Municipio,72001,Adjuntas Municipio,13
72123,Salinas Municipio,22071,Orleans Parish,13
72123,Salinas Municipio,72019,Barranquitas Municipio,13
72123,Salinas Municipio,72033,Catano Municipio,13
72123,Salinas Municipio,72085,Las Piedras Municipio,13
72125,San German Municipio,72025,Caguas Municipio,13
72125,San German Municipio,72083,Las Marias Municipio,13
72129,San Lorenzo Municipio,72137,Toa Baja Municipio,13
72133,Santa Isabel Municipio,72009,Aibonito Municipio,13
72137,Toa Baja Municipio,72093,Maricao Municipio,13
72147,Vieques Municipio,72053,Fajardo Municipio,13
72149,Villalba Municipio,72121,Sabana Grande Municipio,13
72149,Villalba Municipio,72143,Vega Alta Municipio,13
72151,Yabucoa Municipio,72029,Canovanas Municipio,13
72151,Yabucoa Municipio,72091,Manati Municipio,13
72007,Aguas Buenas Municipio,72033,Catano Municipio,12
72009,Aibonito Municipio,72031,Carolina Municipio,12
72013,Arecibo Municipio,72119,Rio Grande Municipio,12
72015,Arroyo Municipio,72113,Ponce Municipio,12
72015,Arroyo Municipio,72135,Toa Alta Municipio,12
72021,Bayamon Municipio,13121,Fulton County,12
72021,Bayamon Municipio,72087,Loiza Municipio,12
72031,Carolina Municipio,40031,Comanche County,12
72031,Carolina Municipio,72049,Culebra Municipio,12
72033,Catano Municipio,72003,Aguada Municipio,12
72033,Catano Municipio,72119,Rio Grande Municipio,12
72033,Catano Municipio,72129,San Lorenzo Municipio,12
72035,Cayey Municipio,72013,Arecibo Municipio,12
72037,Ceiba Municipio,72087,Loiza Municipio,12
72039,Ciales Municipio,72071,Isabela Municipio,12
72041,Cidra Municipio,72083,Las Marias Municipio,12
72041,Cidra Municipio,72145,Vega Baja Municipio,12
72043,Coamo Municipio,72015,Arroyo Municipio,12
72053,Fajardo Municipio,72097,Mayaguez Municipio,12
72059,Guayanilla Municipio,72149,Villalba Municipio,12
72061,Guaynabo Municipio,72131,San Sebastian Municipio,12
72063,Gurabo Municipio,72133,Santa Isabel Municipio,12
72065,Hatillo Municipio,72097,Mayaguez Municipio,12
72069,Humacao Municipio,72057,Guayama Municipio,12
72073,Jayuya Municipio,72057,Guayama Municipio,12
72075,Juana Diaz Municipio,36061,New York County,12
72079,Lajas Municipio,72011,Anasco Municipio,12
72087,Loiza Municipio,72077,Juncos Municipio,12
72087,Loiza Municipio,72145,Vega Baja Municipio,12
72089,Luquillo Municipio,72025,Caguas Municipio,12
72091,Manati Municipio,72025,Caguas Municipio,12
72099,Moca Municipio,72115,Quebradillas Municipio,12
72107,Orocovis Municipio,72125,San German Municipio,12
72115,Quebradillas Municipio,72031,Carolina Municipio,12
72117,Rincon Municipio,36047,Kings County,12
72117,Rincon Municipio,72125,San German Municipio,12
72123,Salinas Municipio,72031,Carolina Municipio,12
72127,San Juan Municipio,72071,Isabela Municipio,12
72131,San Sebastian Municipio,72017,Barceloneta Municipio,12
72131,San Sebastian Municipio,72061,Guaynabo Municipio,12
72137,Toa Baja Municipio,72019,Barranquitas Municipio,12
72139,Trujillo Alto Municipio,72047,Corozal Municipio,12
72139,Trujillo Alto Municipio,72143,Vega Alta Municipio,12
72141,Utuado Municipio,72051,Dorado Municipio,12
72001,Adjuntas Municipio,72023,Cabo Rojo Municipio,11
72003,Aguada Municipio,72139,Trujillo Alto Municipio,11
72007,Aguas Buenas Municipio,72129,San Lorenzo Municipio,11
72021,Bayamon Municipio,72103,Naguabo Municipio,11
72021,Bayamon Municipio,72147,Vieques Municipio,11
72025,Caguas Municipio,36059,Nassau County,11
72029,Canovanas Municipio,72103,Naguabo Municipio,11
72031,Carolina Municipio,25005,Bristol County,11
72033,Catano Municipio,72055,Guanica Municipio,11
72041,Cidra Municipio,49035,Salt Lake County,11
72041,Cidra Municipio,72103,Naguabo Municipio,11
72053,Fajardo Municipio,72147,Vieques Municipio,11
72055,Guanica Municipio,72043,Coamo Municipio,11
72061,Guaynabo Municipio,72151,Yabucoa Municipio,11
72063,Gurabo Municipio,72075,Juana Diaz Municipio,11
72063,Gurabo Municipio,72145,Vega Baja Municipio,11
72069,Humacao Municipio,72049,Culebra Municipio,11
72081,Lares Municipio,72139,Trujillo Alto Municipio,11
72083,Las Marias Municipio,72005,Aguadilla Municipio,11
72085,Las Piedras Municipio,72095,Maunabo Municipio,11
72087,Loiza Municipio,72013,Arecibo Municipio,11
72089,Luquillo Municipio,12086,Miami-Dade County,11
72091,Manati Municipio,72083,Las Marias Municipio,11
72091,Manati Municipio,,,11
72093,Maricao Municipio,72081,Lares Municipio,11
72095,Maunabo Municipio,36117,Wayne County,11
72103,Naguabo Municipio,72049,Culebra Municipio,11
72105,Naranjito Municipio,72069,Humacao Municipio,11
72113,Ponce Municipio,72063,Gurabo Municipio,11
72115,Quebradillas Municipio,72119,Rio Grande Municipio,11
72119,Rio Grande Municipio,25023,Plymouth County,11
72123,Salinas Municipio,72069,Humacao Municipio,11
72123,Salinas Municipio,72143,Vega Alta Municipio,11
72127,San Juan Municipio,6075,San Francisco County,11
72127,San Juan Municipio,72039,Ciales Municipio,11
72131,San Sebastian Municipio,72051,Dorado Municipio,11
72133,Santa Isabel Municipio,72041,Cidra Municipio,11
72135,Toa Alta Municipio,34005,Burlington County,11
72135,Toa Alta Municipio,72089,Luquillo Municipio,11
72137,Toa Baja Municipio,48113,Dallas County,11
72137,Toa Baja Municipio,72015,Arroyo Municipio,11
72137,Toa Baja Municipio,72103,Naguabo Municipio,11
72139,Trujillo Alto Municipio,12086,Miami-Dade County,11
72139,Trujillo Alto Municipio,36061,New York County,11
72139,Trujillo Alto Municipio,,,11
72141,Utuado Municipio,72145,Vega Baja Municipio,11
72149,Villalba Municipio,72039,Ciales Municipio,11
72151,Yabucoa Municipio,72111,Penuelas Municipio,11
72153,Yauco Municipio,72123,Salinas Municipio,11
72001,Adjuntas Municipio,72031,Carolina Municipio,10
72005,Aguadilla Municipio,72033,Catano Municipio,10
72013,Arecibo Municipio,72019,Barranquitas Municipio,10
72017,Barceloneta Municipio,72031,Carolina Municipio,10
72031,Carolina Municipio,6037,Los Angeles County,10
72031,Carolina Municipio,72035,Cayey Municipio,10
72031,Carolina Municipio,72045,Comerio Municipio,10
72031,Carolina Municipio,72147,Vieques Municipio,10
72045,Comerio Municipio,72043,Coamo Municipio,10
72047,Corozal Municipio,72057,Guayama Municipio,10
72053,Fajardo Municipio,72113,Ponce Municipio,10
72055,Guanica Municipio,72031,Carolina Municipio,10
72057,Guayama Municipio,72031,Carolina Municipio,10
72067,Hormigueros Municipio,72003,Aguada Municipio,10
72069,Humacao Municipio,72011,Anasco Municipio,10
72069,Humacao Municipio,72051,Dorado Municipio,10
72069,Humacao Municipio,72089,Luquillo Municipio,10
72081,Lares Municipio,72003,Aguada Municipio,10
72083,Las Marias Municipio,72127,San Juan Municipio,10
72087,Loiza Municipio,72113,Ponce Municipio,10
72089,Luquillo Municipio,53063,Spokane County,10
72107,Orocovis Municipio,72033,Catano Municipio,10
72113,Ponce Municipio,72011,Anasco Municipio,10
72113,Ponce Municipio,72051,Dorado Municipio,10
72117,Rincon Municipio,72085,Las Piedras Municipio,10
72125,San German Municipio,72021,Bayamon Municipio,10
72127,San Juan Municipio,36065,Oneida County,10
72127,San Juan Municipio,72003,Aguada Municipio,10
72127,San Juan Municipio,72073,Jayuya Municipio,10
72127,San Juan Municipio,72079,Lajas Municipio,10
72137,Toa Baja Municipio,72081,Lares Municipio,10
72137,Toa Baja Municipio,72101,Morovis Municipio,10
72139,Trujillo Alto Municipio,72043,Coamo Municipio,10
72139,Trujillo Alto Municipio,72079,Lajas Municipio,10
72139,Trujillo Alto Municipio,72097,Mayaguez Municipio,10
72141,Utuado Municipio,72027,Camuy Municipio,10
72149,Villalba Municipio,72035,Cayey Municipio,10
72001,Adjuntas Municipio,72075,Juana Diaz Municipio,9
72003,Aguada Municipio,72091,Manati Municipio,9
72005,Aguadilla Municipio,72083,Las Marias Municipio,9
72007,Aguas Buenas Municipio,72109,Patillas Municipio,9
72015,Arroyo Municipio,72065,Hatillo Municipio,9
72021,Bayamon Municipio,72001,Adjuntas Municipio,9
72021,Bayamon Municipio,72007,Aguas Buenas Municipio,9
72021,Bayamon Municipio,72039,Ciales Municipio,9
72025,Caguas Municipio,24005,Baltimore County,9
72025,Caguas Municipio,72037,Ceiba Municipio,9
72029,Canovanas Municipio,72041,Cidra Municipio,9
72029,Canovanas Municipio,72129,San Lorenzo Municipio,9
72031,Carolina Municipio,11001,District of Columbia,9
72031,Carolina Municipio,72009,Aibonito Municipio,9
72031,Carolina Municipio,72081,Lares Municipio,9
72043,Coamo Municipio,34039,Union County,9
72043,Coamo Municipio,72085,Las Piedras Municipio,9
72045,Comerio Municipio,72143,Vega Alta Municipio,9
72051,Dorado Municipio,34031,Passaic County,9
72051,Dorado Municipio,72077,Juncos Municipio,9
72054,Florida Municipio,72115,Quebradillas Municipio,9
72055,Guanica Municipio,72067,Hormigueros Municipio,9
72061,Guaynabo Municipio,6037,Los Angeles County,9
72061,Guaynabo Municipio,72003,Aguada Municipio,9
72081,Lares Municipio,72115,Quebradillas Municipio,9
72085,Las Piedras Municipio,,,9
72091,Manati Municipio,72047,Corozal Municipio,9
72091,Manati Municipio,72085,Las Piedras Municipio,9
72097,Mayaguez Municipio,72013,Arecibo Municipio,9
72097,Mayaguez Municipio,72111,Penuelas Municipio,9
72127,San Juan Municipio,4013,Maricopa County,9
72127,San Juan Municipio,25025,Suffolk County,9
72135,Toa Alta Municipio,72069,Humacao Municipio,9
72145,Vega Baja Municipio,72113,Ponce Municipio,9
72149,Villalba Municipio,72147,Vieques Municipio,9
72153,Yauco Municipio,72005,Aguadilla Municipio,9
72153,Yauco Municipio,72077,Juncos Municipio,9
72153,Yauco Municipio,72131,San Sebastian Municipio,9
72153,Yauco Municipio,,,9
72021,Bayamon Municipio,21159,Martin County,8
72027,Camuy Municipio,34001,Atlantic County,8
72031,Carolina Municipio,12011,Broward County,8
72031,Carolina Municipio,72003,Aguada Municipio,8
72039,Ciales Municipio,72137,Toa Baja Municipio,8
72041,Cidra Municipio,72029,Canovanas Municipio,8
72055,Guanica Municipio,72057,Guayama Municipio,8
72061,Guaynabo Municipio,72071,Isabela Municipio,8
72067,Hormigueros Municipio,72025,Caguas Municipio,8
72069,Humacao Municipio,72015,Arroyo Municipio,8
72073,Jayuya Municipio,72001,Adjuntas Municipio,8
72085,Las Piedras Municipio,72035,Cayey Municipio,8
72087,Loiza Municipio,72019,Barranquitas Municipio,8
72087,Loiza Municipio,72041,Cidra Municipio,8
72087,Loiza Municipio,72055,Guanica Municipio,8
72087,Loiza Municipio,72103,Naguabo Municipio,8
72097,Mayaguez Municipio,72137,Toa Baja Municipio,8
72099,Moca Municipio,72057,Guayama Municipio,8
72105,Naranjito Municipio,72085,Las Piedras Municipio,8
72107,Orocovis Municipio,72113,Ponce Municipio,8
